chart_id,discovery_id,discovery_class,statement,evidence_refs,strength,n_support,confidence_band,activation_status,citation_required,citation_ref,discovery_formula_ver
482012f1-710e-4a25-994a-93821f5871aa,retro_71af4f61-3efc-557b-949a-d855845a5ca5,retrodiction,Blind retrodiction for 71af4f61-3efc-557b-949a-d855845a5ca5 (education) with T−90d cutoff 2007-03-17. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_4e09e1e1-7925-5675-9af8-74e8eea6fe67,retrodiction,Blind retrodiction for 4e09e1e1-7925-5675-9af8-74e8eea6fe67 (health) with T−90d cutoff 2007-03-17. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_aed78f94-87ca-5347-a1d0-7f277a99b6c4,retrodiction,Blind retrodiction for aed78f94-87ca-5347-a1d0-7f277a99b6c4 (career) with T−90d cutoff 2008-03-11. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_1dc207bc-a85e-5383-b39d-39be4629a582,retrodiction,Blind retrodiction for 1dc207bc-a85e-5383-b39d-39be4629a582 (loss) with T−90d cutoff 2009-03-17. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_bd7f5711-8668-5315-8e25-94dc94f2a101,retrodiction,Blind retrodiction for bd7f5711-8668-5315-8e25-94dc94f2a101 (finance) with T−90d cutoff 2010-04-02. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_132b61e0-3409-53fd-bb1a-80b4b6bdcc67,retrodiction,Blind retrodiction for 132b61e0-3409-53fd-bb1a-80b4b6bdcc67 (spiritual) with T−90d cutoff 2010-04-02. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_a1ef10c2-c52d-536e-9fd5-51342d58721e,retrodiction,Blind retrodiction for a1ef10c2-c52d-536e-9fd5-51342d58721e (travel) with T−90d cutoff 2010-09-16. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_4e96f4b9-fe3b-5b40-bdb3-c60e3024abfa,retrodiction,Blind retrodiction for 4e96f4b9-fe3b-5b40-bdb3-c60e3024abfa (education) with T−90d cutoff 2010-10-17. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_95138517-2d23-51a6-b13b-71801e806a11,retrodiction,Blind retrodiction for 95138517-2d23-51a6-b13b-71801e806a11 (education) with T−90d cutoff 2011-03-17. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_852d1420-e733-582b-a2ae-f7de33b8d38e,retrodiction,Blind retrodiction for 852d1420-e733-582b-a2ae-f7de33b8d38e (creative) with T−90d cutoff 2012-06-17. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_aa591eb5-8e00-5600-b9c1-7177f7919ab8,retrodiction,Blind retrodiction for aa591eb5-8e00-5600-b9c1-7177f7919ab8 (relationship) with T−90d cutoff 2012-07-17. Top-k anchors matched: 3.,"[{""rank"": 1, ""domain"": ""relationship"", ""anchor_id"": ""a4a13518-b245-4f2a-9799-c3dfa079e369"", ""posterior"": 0.02, ""rank_credit"": 1.0, ""window_start"": ""1993-11-09""}, {""rank"": 2, ""domain"": ""relationship"", ""anchor_id"": ""88d9b7da-01fa-4664-b1b6-60ab7be996af"", ""posterior"": 0.02, ""rank_credit"": 0.6309, ""window_start"": ""1995-08-09""}, {""rank"": 3, ""domain"": ""relationship"", ""anchor_id"": ""f0b8c354-bffd-4e2e-a42a-3d59d8cc669e"", ""posterior"": 0.02, ""rank_credit"": 0.5, ""window_start"": ""1993-03-05""}]",0.02,3,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_c143ce2a-f1e1-5092-9c04-f659fa0de5e1,retrodiction,Blind retrodiction for c143ce2a-f1e1-5092-9c04-f659fa0de5e1 (education) with T−90d cutoff 2012-12-15. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_6f5ee9cb-8b35-5da9-a601-30430e8ad7d9,retrodiction,Blind retrodiction for 6f5ee9cb-8b35-5da9-a601-30430e8ad7d9 (career) with T−90d cutoff 2013-02-14. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_72fad18c-ad30-5f46-9418-c2ed28c4d9ac,retrodiction,Blind retrodiction for 72fad18c-ad30-5f46-9418-c2ed28c4d9ac (family) with T−90d cutoff 2013-04-02. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_56a1222d-8c88-5445-b2a2-1fd89d470719,retrodiction,Blind retrodiction for 56a1222d-8c88-5445-b2a2-1fd89d470719 (spiritual) with T−90d cutoff 2015-04-02. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_b5ea6a4d-6e0a-5ed3-875c-e241d3cb50a5,retrodiction,Blind retrodiction for b5ea6a4d-6e0a-5ed3-875c-e241d3cb50a5 (career) with T−90d cutoff 2016-04-02. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_e3b2f1d5-5609-5dca-af84-d9fac54cd3cd,retrodiction,Blind retrodiction for e3b2f1d5-5609-5dca-af84-d9fac54cd3cd (career) with T−90d cutoff 2016-12-15. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_b75c63f4-ead1-5d6d-9811-011277347d57,retrodiction,Blind retrodiction for b75c63f4-ead1-5d6d-9811-011277347d57 (loss) with T−90d cutoff 2018-08-30. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_928a1f56-0940-5428-a35a-8591f84fd5b4-fs,retrodiction,Blind retrodiction for 928a1f56-0940-5428-a35a-8591f84fd5b4-fs (residential+travel) with T−90d cutoff 2019-02-14. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_928a1f56-0940-5428-a35a-8591f84fd5b4,retrodiction,Blind retrodiction for 928a1f56-0940-5428-a35a-8591f84fd5b4 (residential+travel) with T−90d cutoff 2019-02-14. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_974651b2-f743-56d9-b9e9-178e0b8e7431,retrodiction,Blind retrodiction for 974651b2-f743-56d9-b9e9-178e0b8e7431 (health) with T−90d cutoff 2020-10-17. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_56a1222d-8c88-5445-b2a2-1fd89d470719-corr-2021-04,retrodiction,Blind retrodiction for 56a1222d-8c88-5445-b2a2-1fd89d470719-corr-2021-04 (spiritual) with T−90d cutoff 2021-01-01. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_74e527bb-1b22-51a8-bafb-8d4d7d80ae1d,retrodiction,Blind retrodiction for 74e527bb-1b22-51a8-bafb-8d4d7d80ae1d (career) with T−90d cutoff 2021-04-02. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_b8884cbe-b894-588b-a70f-2c0a90fdeac5,retrodiction,Blind retrodiction for b8884cbe-b894-588b-a70f-2c0a90fdeac5 (career) with T−90d cutoff 2021-04-02. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_86cbb042-8c3b-54e0-bf79-8f51b5850c13,retrodiction,Blind retrodiction for 86cbb042-8c3b-54e0-bf79-8f51b5850c13 (relationship) with T−90d cutoff 2022-04-02. Top-k anchors matched: 3.,"[{""rank"": 1, ""domain"": ""relationship"", ""anchor_id"": ""23bd38d3-6e61-4057-b728-1d91be93100c"", ""posterior"": 0.95, ""rank_credit"": 1.0, ""window_start"": ""2022-04-29""}, {""rank"": 2, ""domain"": ""relationship"", ""anchor_id"": ""c0fa3e1e-68e5-4987-9cf3-cfd899040a4a"", ""posterior"": 0.95, ""rank_credit"": 0.6309, ""window_start"": ""2020-01-24""}, {""rank"": 3, ""domain"": ""relationship"", ""anchor_id"": ""88d9b7da-01fa-4664-b1b6-60ab7be996af"", ""posterior"": 0.02, ""rank_credit"": 0.5, ""window_start"": ""1995-08-09""}]",0.95,3,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_021e49f5-9c6a-5e0e-ad6c-84c8ea2ad83f-corr-2022-07-14,retrodiction,Blind retrodiction for 021e49f5-9c6a-5e0e-ad6c-84c8ea2ad83f-corr-2022-07-14 (relationship) with T−90d cutoff 2022-04-15. Top-k anchors matched: 3.,"[{""rank"": 1, ""domain"": ""relationship"", ""anchor_id"": ""23bd38d3-6e61-4057-b728-1d91be93100c"", ""posterior"": 0.95, ""rank_credit"": 1.0, ""window_start"": ""2022-04-29""}, {""rank"": 2, ""domain"": ""relationship"", ""anchor_id"": ""c0fa3e1e-68e5-4987-9cf3-cfd899040a4a"", ""posterior"": 0.95, ""rank_credit"": 0.6309, ""window_start"": ""2020-01-24""}, {""rank"": 3, ""domain"": ""relationship"", ""anchor_id"": ""ac2a7c74-2b01-4894-b822-f013efc64c99"", ""posterior"": 0.95, ""rank_credit"": 0.5, ""window_start"": ""2022-07-12""}]",0.95,3,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,disc_c31d3e74-2f44-41a6-8_magnitude,emergent_law,"Signal 'c31d3e74-2f44-41a6-8025-b32e44dbe1e2' shows consistent magnitude-dimension credit (mean=0.22, n=41). Candidate emergent calibration law.","{""n"": 41, ""dimension"": ""magnitude"", ""signal_id"": ""c31d3e74-2f44-41a6-8025-b32e44dbe1e2""}",0.2161,41,"[0.07,0.37)",candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_021e49f5-9c6a-5e0e-ad6c-84c8ea2ad83f,retrodiction,Blind retrodiction for 021e49f5-9c6a-5e0e-ad6c-84c8ea2ad83f (relationship) with T−90d cutoff 2022-07-17. Top-k anchors matched: 3.,"[{""rank"": 1, ""domain"": ""relationship"", ""anchor_id"": ""23bd38d3-6e61-4057-b728-1d91be93100c"", ""posterior"": 0.95, ""rank_credit"": 1.0, ""window_start"": ""2022-04-29""}, {""rank"": 2, ""domain"": ""relationship"", ""anchor_id"": ""c0fa3e1e-68e5-4987-9cf3-cfd899040a4a"", ""posterior"": 0.95, ""rank_credit"": 0.6309, ""window_start"": ""2020-01-24""}, {""rank"": 3, ""domain"": ""relationship"", ""anchor_id"": ""ac2a7c74-2b01-4894-b822-f013efc64c99"", ""posterior"": 0.95, ""rank_credit"": 0.5, ""window_start"": ""2022-07-12""}]",0.95,3,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_d506f3e6-6188-5327-8920-d3896e630f08,retrodiction,Blind retrodiction for d506f3e6-6188-5327-8920-d3896e630f08 (education) with T−90d cutoff 2023-03-17. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_661c8535-5906-5333-8b38-e14305bddad6,retrodiction,Blind retrodiction for 661c8535-5906-5333-8b38-e14305bddad6 (career) with T−90d cutoff 2023-04-16. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_836bb274-6a6f-5c29-a298-f3c476197b8a,retrodiction,Blind retrodiction for 836bb274-6a6f-5c29-a298-f3c476197b8a (career) with T−90d cutoff 2023-11-18. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_275b0c18-a159-5560-95f7-2a6cfbec58c4,retrodiction,Blind retrodiction for 275b0c18-a159-5560-95f7-2a6cfbec58c4 (spiritual) with T−90d cutoff 2025-03-17. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_acb209c7-8107-53e7-b6ea-b8596e0f07cb,retrodiction,Blind retrodiction for acb209c7-8107-53e7-b6ea-b8596e0f07cb (spiritual) with T−90d cutoff 2025-04-02. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_4018cc05-6f8f-51c4-9ffc-3c1de800dc72,retrodiction,Blind retrodiction for 4018cc05-6f8f-51c4-9ffc-3c1de800dc72 (finance) with T−90d cutoff 2025-04-16. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_3ea3a2fc-3568-56a9-963b-57c7e7b4755c,retrodiction,Blind retrodiction for 3ea3a2fc-3568-56a9-963b-57c7e7b4755c (spiritual) with T−90d cutoff 2025-08-17. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_2bfb5b17-6901-5d15-ba80-5f0f1d5611f0,retrodiction,Blind retrodiction for 2bfb5b17-6901-5d15-ba80-5f0f1d5611f0 (other) with T−90d cutoff 2025-10-17. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_153d920e-640d-598c-9380-795a5d4efa63,retrodiction,Blind retrodiction for 153d920e-640d-598c-9380-795a5d4efa63 (career) with T−90d cutoff 2025-12-20. Top-k anchors matched: 1.,"[{""rank"": 1, ""domain"": ""career"", ""anchor_id"": ""30fe8756-3341-40fc-94fd-a2e1cc1b395d"", ""posterior"": 0.2475, ""rank_credit"": 1.0, ""window_start"": ""2025-03-29""}]",0.2475,1,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_732a4119-a333-5ce5-afbf-082453e1f6d5,retrodiction,Blind retrodiction for 732a4119-a333-5ce5-afbf-082453e1f6d5 (career) with T−90d cutoff 2026-01-08. Top-k anchors matched: 1.,"[{""rank"": 1, ""domain"": ""career"", ""anchor_id"": ""30fe8756-3341-40fc-94fd-a2e1cc1b395d"", ""posterior"": 0.2475, ""rank_credit"": 1.0, ""window_start"": ""2025-03-29""}]",0.2475,1,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_1f9c6775-30c2-5f92-b1a5-24512f5681a6,retrodiction,Blind retrodiction for 1f9c6775-30c2-5f92-b1a5-24512f5681a6 (relationship) with T−90d cutoff 2026-01-17. Top-k anchors matched: 3.,"[{""rank"": 1, ""domain"": ""relationship"", ""anchor_id"": ""a811641d-9dd7-49ad-9914-0f65a63892f6"", ""posterior"": 0.95, ""rank_credit"": 1.0, ""window_start"": ""2023-01-17""}, {""rank"": 2, ""domain"": ""relationship"", ""anchor_id"": ""23bd38d3-6e61-4057-b728-1d91be93100c"", ""posterior"": 0.95, ""rank_credit"": 0.6309, ""window_start"": ""2022-04-29""}, {""rank"": 3, ""domain"": ""relationship"", ""anchor_id"": ""c0fa3e1e-68e5-4987-9cf3-cfd899040a4a"", ""posterior"": 0.95, ""rank_credit"": 0.5, ""window_start"": ""2020-01-24""}]",0.95,3,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,retro_5278d97c-e769-529a-b0c2-be1e965c2d6b,retrodiction,Blind retrodiction for 5278d97c-e769-529a-b0c2-be1e965c2d6b (travel_event) with T−90d cutoff 2026-05-03. Top-k anchors matched: 0.,[],0,0,,candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,disc_ebb1c88a-8141-4c7e-8_timing,emergent_law,"Signal 'ebb1c88a-8141-4c7e-860b-54ac293a06ac' shows consistent timing-dimension credit (mean=0.31, n=41). Candidate emergent calibration law.","{""n"": 41, ""dimension"": ""timing"", ""signal_id"": ""ebb1c88a-8141-4c7e-860b-54ac293a06ac""}",0.3081,41,"[0.16,0.46)",candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,disc_ebb1c88a-8141-4c7e-8_magnitude,emergent_law,"Signal 'ebb1c88a-8141-4c7e-860b-54ac293a06ac' shows consistent magnitude-dimension credit (mean=0.22, n=41). Candidate emergent calibration law.","{""n"": 41, ""dimension"": ""magnitude"", ""signal_id"": ""ebb1c88a-8141-4c7e-860b-54ac293a06ac""}",0.2161,41,"[0.07,0.37)",candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,disc_ebb1c88a-8141-4c7e-8_falsifier,emergent_law,"Signal 'ebb1c88a-8141-4c7e-860b-54ac293a06ac' shows consistent falsifier-dimension credit (mean=0.32, n=41). Candidate emergent calibration law.","{""n"": 41, ""dimension"": ""falsifier"", ""signal_id"": ""ebb1c88a-8141-4c7e-860b-54ac293a06ac""}",0.3242,41,"[0.17,0.47)",candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,disc_483e332a-a168-4cf1-b_timing,emergent_law,"Signal '483e332a-a168-4cf1-b93b-0ad55d77d91c' shows consistent timing-dimension credit (mean=0.31, n=41). Candidate emergent calibration law.","{""n"": 41, ""dimension"": ""timing"", ""signal_id"": ""483e332a-a168-4cf1-b93b-0ad55d77d91c""}",0.3081,41,"[0.16,0.46)",candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,disc_483e332a-a168-4cf1-b_magnitude,emergent_law,"Signal '483e332a-a168-4cf1-b93b-0ad55d77d91c' shows consistent magnitude-dimension credit (mean=0.22, n=41). Candidate emergent calibration law.","{""n"": 41, ""dimension"": ""magnitude"", ""signal_id"": ""483e332a-a168-4cf1-b93b-0ad55d77d91c""}",0.2161,41,"[0.07,0.37)",candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,disc_483e332a-a168-4cf1-b_falsifier,emergent_law,"Signal '483e332a-a168-4cf1-b93b-0ad55d77d91c' shows consistent falsifier-dimension credit (mean=0.32, n=41). Candidate emergent calibration law.","{""n"": 41, ""dimension"": ""falsifier"", ""signal_id"": ""483e332a-a168-4cf1-b93b-0ad55d77d91c""}",0.3242,41,"[0.17,0.47)",candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,disc_c31d3e74-2f44-41a6-8_timing,emergent_law,"Signal 'c31d3e74-2f44-41a6-8025-b32e44dbe1e2' shows consistent timing-dimension credit (mean=0.31, n=41). Candidate emergent calibration law.","{""n"": 41, ""dimension"": ""timing"", ""signal_id"": ""c31d3e74-2f44-41a6-8025-b32e44dbe1e2""}",0.3081,41,"[0.16,0.46)",candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,disc_c31d3e74-2f44-41a6-8_falsifier,emergent_law,"Signal 'c31d3e74-2f44-41a6-8025-b32e44dbe1e2' shows consistent falsifier-dimension credit (mean=0.32, n=41). Candidate emergent calibration law.","{""n"": 41, ""dimension"": ""falsifier"", ""signal_id"": ""c31d3e74-2f44-41a6-8025-b32e44dbe1e2""}",0.3242,41,"[0.17,0.47)",candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,disc_2dff20cd-12f5-492e-a_timing,emergent_law,"Signal '2dff20cd-12f5-492e-a88e-3fef42547eca' shows consistent timing-dimension credit (mean=0.31, n=41). Candidate emergent calibration law.","{""n"": 41, ""dimension"": ""timing"", ""signal_id"": ""2dff20cd-12f5-492e-a88e-3fef42547eca""}",0.3081,41,"[0.16,0.46)",candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,disc_2dff20cd-12f5-492e-a_magnitude,emergent_law,"Signal '2dff20cd-12f5-492e-a88e-3fef42547eca' shows consistent magnitude-dimension credit (mean=0.22, n=41). Candidate emergent calibration law.","{""n"": 41, ""dimension"": ""magnitude"", ""signal_id"": ""2dff20cd-12f5-492e-a88e-3fef42547eca""}",0.2161,41,"[0.07,0.37)",candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,disc_2dff20cd-12f5-492e-a_falsifier,emergent_law,"Signal '2dff20cd-12f5-492e-a88e-3fef42547eca' shows consistent falsifier-dimension credit (mean=0.32, n=41). Candidate emergent calibration law.","{""n"": 41, ""dimension"": ""falsifier"", ""signal_id"": ""2dff20cd-12f5-492e-a88e-3fef42547eca""}",0.3242,41,"[0.17,0.47)",candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,disc_d49da2e1-4b63-45f1-9_timing,emergent_law,"Signal 'd49da2e1-4b63-45f1-920e-c274df3ded21' shows consistent timing-dimension credit (mean=0.31, n=41). Candidate emergent calibration law.","{""n"": 41, ""dimension"": ""timing"", ""signal_id"": ""d49da2e1-4b63-45f1-920e-c274df3ded21""}",0.3081,41,"[0.16,0.46)",candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,disc_d49da2e1-4b63-45f1-9_magnitude,emergent_law,"Signal 'd49da2e1-4b63-45f1-920e-c274df3ded21' shows consistent magnitude-dimension credit (mean=0.22, n=41). Candidate emergent calibration law.","{""n"": 41, ""dimension"": ""magnitude"", ""signal_id"": ""d49da2e1-4b63-45f1-920e-c274df3ded21""}",0.2161,41,"[0.07,0.37)",candidate,f,,mi_pariksha_v2.0
482012f1-710e-4a25-994a-93821f5871aa,disc_d49da2e1-4b63-45f1-9_falsifier,emergent_law,"Signal 'd49da2e1-4b63-45f1-920e-c274df3ded21' shows consistent falsifier-dimension credit (mean=0.32, n=41). Candidate emergent calibration law.","{""n"": 41, ""dimension"": ""falsifier"", ""signal_id"": ""d49da2e1-4b63-45f1-920e-c274df3ded21""}",0.3242,41,"[0.17,0.47)",candidate,f,,mi_pariksha_v2.0
